POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Pro Bowl
QB,74.13,221,4.66,20,32.5,119,4.31,6.95,1
LB,72.63,233,4.57,19,36.5,119,4.22,7.28,1
LB,73.25,247,4.72,19,31.5,116,4.28,7.31,0
RB,71.38,238,4.68,17,30.5,111,4.47,6.98,0
S,72.5,213,4.38,22,37.5,123,4.42,7.31,1
S,73.4,199,4.49,9,37.0,122,4.2,7.31,0
LB,74.0,234,4.65,15,35.0,116,4.4,7.3,1
K,69.25,167,4.79,20,31.9,115,4.46,7.31,1
RB,72.13,231,4.42,21,36.5,114,4.26,7.2,1
QB,74.25,216,4.79,20,32.3,115,4.46,7.31,1
OT,77.5,303,5.2,30,27.0,96,4.62,7.77,0
C,74.38,304,5.28,26,22.0,90,4.99,8.19,0
K,76.25,225,4.88,19,33.0,113,4.45,7.31,1
OT,76.5,308,5.03,25,24.0,112,4.82,7.31,1
OT,76.4,279,5.08,20,30.0,105,4.51,7.31,0
S,73.88,213,4.58,16,40.5,127,3.98,7.1,0
OT,76.25,308,5.22,29,28.0,104,4.59,7.65,1
DE,75.0,275,4.73,30,35.0,109,4.52,7.67,1
OT,77.88,299,5.27,16,25.0,108,4.91,8.09,0
CB,68.88,181,4.42,12,40.5,128,4.1,6.89,0
S,72.5,200,4.49,10,33.5,117,4.31,7.24,0
DE,74.88,271,4.79,19,38.5,118,4.05,7.08,1
C,76.0,306,5.18,26,28.5,108,4.43,7.29,0
WR,71.5,197,4.61,20,38.5,127,4.26,6.9,1
WR,75.63,205,4.71,11,32.5,118,4.51,7.31,0
QB,74.4,212,4.94,19,27.0,105,4.31,7.31,0
OT,76.25,299,5.18,28,25.5,101,4.74,7.7,1
DT,72.75,285,4.68,35,32.0,115,4.39,7.11,1
LB,73.13,242,4.81,12,32.0,116,4.44,7.37,0
WR,75.38,238,4.63,16,35.5,116,4.25,7.07,0
LB,72.88,234,4.74,16,32.5,116,4.45,7.33,0
CB,71.3,180,4.68,10,34.0,112,4.27,7.3,0
DE,76.9,291,4.91,19,31.1,112,4.44,7.31,1
WR,71.13,203,4.65,15,31.0,115,4.26,7.15,1
RB,71.8,213,4.44,13,38.5,129,4.35,7.31,1
CB,73.5,184,4.36,17,38.5,131,4.17,6.74,1
LB,73.75,230,4.58,17,31.0,114,4.43,7.07,1
WR,70.1,191,4.49,20,36.5,112,4.18,7.17,0
CB,70.4,193,4.45,20,37.0,135,3.78,7.09,0
LB,72.75,237,4.53,20,30.5,120,3.97,6.69,1
CB,70.4,186,4.74,12,31.0,117,4.22,7.31,0
DE,75.0,263,4.63,31,39.5,130,4.45,7.26,1
DT,78.9,306,4.87,24,27.5,106,4.66,7.71,1
OT,77.5,308,5.07,24,30.5,104,4.47,7.34,1
LB,76.0,251,4.6,27,38.5,122,4.07,6.83,1
RB,72.63,215,4.52,19,35.0,126,4.07,7.04,1
OT,77.38,303,5.24,21,31.5,101,4.43,7.31,0
DE,71.38,257,4.78,30,34.0,114,4.36,7.31,1
K,72.38,194,4.78,22,33.0,113,4.45,7.31,1
C,74.63,314,5.41,34,32.9,114,4.42,7.31,0
CB,70.75,193,4.52,18,35.0,125,4.34,6.94,1
OG,74.1,305,5.49,26,28.0,103,4.6,7.54,0
WR,74.63,208,4.4,10,30.5,121,4.19,7.05,0
QB,72.63,209,4.84,21,32.0,102,4.35,7.07,0
RB,72.5,190,4.6,10,33.5,110,4.21,7.31,0
RB,68.25,206,4.58,14,31.5,116,4.26,7.11,1
LB,74.75,236,4.65,20,45.5,130,4.13,7.12,1
LB,75.25,242,4.54,21,37.5,120,3.87,7.2,1
WR,70.3,180,4.44,12,31.0,117,4.56,7.31,1
WR,69.3,167,4.65,17,30.5,109,4.29,7.31,1
OT,77.3,354,5.75,20,23.0,111,4.39,7.31,1
RB,72.3,195,4.47,16,39.0,134,4.03,7.31,1
RB,70.88,227,4.52,29,38.5,128,4.25,7.09,1
RB,71.4,220,4.91,16,32.0,114,4.18,7.58,1
OT,77.63,320,5.33,28,27.0,100,4.99,8.15,0
CB,69.5,187,4.38,9,38.5,112,4.29,7.31,1
WR,71.4,184,4.59,19,29.5,112,4.38,7.51,0
TE,77.5,250,4.68,22,35.5,119,4.32,6.92,1
DE,76.13,287,4.74,25,31.0,117,4.37,7.07,1
DT,75.75,298,4.99,28,25.5,106,4.87,8.18,0
OT,77.0,311,5.16,23,34.3,112,4.37,7.31,0
WR,72.1,193,4.41,9,35.0,117,4.23,7.31,0
RB,70.25,226,4.39,17,36.0,123,4.24,7.01,1
QB,77.0,229,5.08,22,32.6,113,4.33,7.31,1
CB,70.25,188,4.52,21,36.0,117,4.07,6.81,0
RB,73.6,250,4.81,21,31.0,109,4.45,7.31,1
LB,74.5,222,4.83,19,32.5,110,4.28,7.31,0
RB,69.13,208,4.56,16,37.5,127,4.2,6.82,1
LB,73.25,234,5.01,19,30.5,115,4.39,7.21,0
WR,76.9,208,4.7,22,31.0,122,4.4,7.19,1
OG,76.25,308,5.29,30,25.5,98,4.62,7.73,0
WR,74.75,220,4.62,13,31.5,120,4.46,6.77,0
OG,75.75,298,5.23,20,27.5,103,4.56,7.5,0
DE,77.38,266,4.77,22,35.0,120,4.38,7.07,1
DE,75.0,267,4.78,19,32.0,105,4.32,7.23,0
RB,68.5,205,4.6,21,33.5,116,4.51,7.31,0
DT,76.5,290,4.78,21,34.0,114,4.36,7.31,0
QB,74.3,231,4.96,22,33.5,115,4.11,6.89,0
RB,71.8,223,4.65,22,32.8,112,4.39,7.31,0
QB,75.1,235,5.02,19,30.0,106,4.66,7.31,0
OG,76.1,272,4.75,26,31.4,110,4.44,7.31,0
RB,73.25,233,4.65,20,29.0,113,4.4,7.14,1
S,72.0,196,4.44,10,39.0,130,4.14,7.11,0
WR,71.5,173,4.55,19,36.5,121,4.15,7.31,1
RB,73.8,248,4.66,20,31.0,115,4.09,7.32,0
RB,71.75,239,4.73,14,36.5,120,4.16,7.14,0
RB,73.0,218,4.84,12,29.5,110,4.18,7.31,0
RB,73.8,220,4.56,16,35.5,121,4.27,7.31,1
OT,78.0,322,5.57,27,22.5,102,4.43,7.31,0
WR,71.3,187,4.61,17,31.5,109,4.02,7.31,0
WR,75.6,194,4.38,20,33.0,117,4.17,7.19,1
RB,71.1,205,4.67,12,31.0,115,4.42,7.31,0
OT,80.0,328,5.24,23,23.5,99,4.61,8.03,0
RB,72.0,211,4.43,22,38.5,128,3.91,7.31,0
C,75.1,271,5.08,21,30.5,111,4.35,7.31,0
OG,75.3,296,5.19,17,25.0,112,4.5,7.31,1
TE,78.63,245,4.64,17,37.5,117,4.26,6.95,0
S,72.0,210,4.89,20,30.8,111,4.47,7.31,1
RB,73.63,239,4.96,19,29.0,111,4.62,7.43,0
S,74.0,202,4.59,20,33.5,111,4.47,7.31,1
CB,72.13,201,4.58,11,33.0,122,4.15,7.18,1
TE,76.5,274,4.84,12,30.5,110,4.41,7.31,1
RB,68.3,177,4.86,16,31.6,113,4.38,7.31,1
S,72.5,211,4.62,17,38.0,132,4.38,7.09,1
WR,72.38,175,4.4,20,38.0,123,4.23,7.09,0
OG,75.38,323,5.33,25,31.5,103,4.87,8.17,1
TE,78.5,245,4.89,12,29.0,109,4.59,7.19,0
WR,70.13,186,4.56,13,33.5,105,4.18,6.98,1
TE,77.88,259,4.55,22,37.0,126,4.38,7.43,0
LB,72.4,238,4.85,22,37.5,121,4.17,7.35,0
DE,76.0,265,4.55,36,39.0,128,4.74,7.47,0
RB,72.3,228,4.75,18,32.0,114,4.24,7.31,0
DT,73.4,290,4.89,24,30.8,111,4.47,7.31,0
TE,76.63,246,4.64,16,35.5,111,4.31,6.96,1
QB,78.13,242,5.06,21,29.0,101,4.62,7.67,1
CB,70.5,180,4.44,9,39.0,120,4.19,6.81,0
LB,76.6,233,4.76,18,34.0,120,4.12,7.31,0
S,70.63,220,4.64,18,34.5,116,4.46,7.31,0
RB,70.63,214,4.54,22,32.3,115,4.21,7.31,0
C,76.13,301,4.77,26,33.3,126,4.45,7.31,0
WR,68.8,165,4.41,19,30.7,111,4.47,7.31,0
DE,75.75,261,4.53,21,38.0,125,4.51,7.31,0
QB,76.1,216,4.69,18,33.0,116,4.31,7.31,0
CB,70.4,185,4.49,11,34.0,115,4.44,7.31,1
QB,76.0,234,4.59,21,36.0,124,4.28,6.8,1
RB,71.5,238,4.71,17,32.0,112,4.45,7.31,0
LB,74.8,249,4.92,20,32.0,114,4.6,7.31,0
QB,74.25,226,4.79,19,32.5,116,4.32,7.11,1
K,75.75,248,4.74,21,33.1,115,4.38,7.31,0
OT,75.1,300,5.55,18,25.5,91,4.93,7.31,0
CB,68.5,184,4.9,9,30.7,111,4.47,7.31,1
OG,75.0,264,5.36,20,24.5,109,4.54,7.31,0
OT,77.1,330,5.52,23,28.0,98,4.65,7.84,0
K,70.1,180,4.89,20,30.8,111,4.47,7.31,1
TE,78.13,259,4.75,18,34.0,118,4.53,7.64,1
QB,78.25,236,4.68,20,35.5,123,4.46,7.06,1
TE,77.5,263,4.94,27,31.5,108,4.37,7.53,0
LB,74.0,238,4.78,15,30.0,110,4.31,7.31,0
RB,72.25,233,4.46,18,34.0,117,4.08,7.1,1
DE,75.6,263,4.75,20,38.0,119,4.03,7.16,1
RB,70.4,255,4.86,18,31.6,113,4.38,7.31,1
CB,71.0,173,4.88,20,31.9,112,4.35,7.31,1
DT,75.5,295,5.26,22,33.5,111,4.33,7.31,0
DE,77.0,284,5.0,27,30.5,113,4.52,7.49,0
RB,71.6,213,4.72,19,35.0,120,4.41,7.31,1
C,74.38,299,5.27,27,25.5,95,4.96,8.03,1
CB,70.4,189,4.41,10,41.0,136,3.82,6.88,1
CB,71.13,203,4.4,25,36.0,125,4.07,6.75,1
OG,76.4,316,5.37,22,30.5,96,5.05,8.15,1
DT,75.25,301,4.75,30,33.6,113,4.43,7.31,0
RB,73.8,277,5.0,22,28.0,107,4.33,7.31,0
CB,70.75,182,4.77,19,32.5,115,4.42,7.31,0
S,73.63,224,4.6,21,36.5,131,4.36,7.31,0
DE,76.88,255,4.66,18,36.0,122,4.13,6.89,1
OG,78.0,318,5.31,21,27.5,108,4.51,7.31,0
WR,69.38,192,4.52,16,35.0,123,4.23,6.94,0
TE,76.1,244,4.83,19,33.5,116,4.06,7.75,1
OT,77.75,312,5.2,24,28.5,115,4.9,8.03,1
OT,76.0,305,5.58,19,24.5,100,5.09,7.31,0
CB,70.5,175,4.32,7,37.0,124,4.46,7.31,0
RB,73.0,231,5.05,15,31.0,107,4.54,7.32,0
RB,73.0,212,4.71,18,34.5,111,4.41,7.31,1
DT,76.5,328,5.09,39,30.0,100,4.71,8.12,1
S,70.75,202,4.52,18,35.0,121,4.47,7.21,0
DE,76.1,270,4.66,26,36.5,119,4.08,6.82,1
TE,76.4,272,4.83,28,33.5,107,4.15,7.42,0
LB,73.0,229,4.72,15,33.0,114,4.29,7.6,0
OT,77.13,299,5.21,24,28.0,103,4.88,7.71,0
RB,67.6,176,4.6,17,30.5,108,4.41,7.31,1
RB,70.25,259,4.73,28,34.5,104,4.64,7.6,0
C,75.63,300,5.09,24,27.5,104,4.36,7.47,1
DE,77.0,268,4.71,24,37.5,118,4.29,7.33,1
CB,71.1,181,4.61,8,36.5,119,4.16,7.19,1
CB,69.8,180,4.61,13,32.0,119,4.05,7.31,1
LB,72.4,235,4.89,20,30.8,111,4.47,7.31,1
WR,77.0,239,4.38,22,42.5,139,4.42,7.31,1
S,73.0,215,4.79,19,29.5,110,4.26,7.3,0
DE,75.8,311,5.06,23,29.5,106,4.81,7.31,1
CB,68.75,186,4.5,4,34.0,117,4.14,6.87,1
LB,76.4,245,4.81,16,32.0,119,4.04,7.31,1
CB,71.3,196,4.91,21,31.1,112,4.44,7.31,1
RB,72.75,230,4.48,16,33.5,117,4.46,7.16,0
DT,74.3,302,4.99,22,29.5,109,4.74,7.31,1
K,72.25,193,4.77,21,32.7,114,4.37,7.31,1
C,73.13,252,4.82,15,31.0,119,4.19,7.17,1
WR,70.0,187,4.47,17,35.0,114,3.96,7.31,1
WR,76.75,241,4.5,23,39.0,129,4.0,7.31,1
WR,70.25,187,4.33,17,36.5,119,4.25,6.75,1
CB,72.4,196,4.56,18,31.5,115,4.13,7.31,0
CB,70.9,185,4.52,9,35.5,120,4.09,6.94,1
DE,76.63,280,4.89,21,29.0,116,4.59,7.29,0
DE,75.38,273,4.65,32,34.0,115,4.36,7.25,1
K,74.0,176,4.75,20,33.5,116,4.46,7.31,1
OG,78.9,315,5.45,24,30.0,100,4.88,8.09,1
TE,76.75,253,4.84,17,27.0,112,4.45,7.37,0
LB,73.6,229,4.99,24,28.5,108,4.43,7.31,0
RB,69.25,201,4.6,18,31.5,124,4.2,7.05,0
QB,75.3,228,4.9,19,30.7,111,4.47,7.31,1
CB,71.75,185,4.5,15,31.0,115,4.23,7.15,0
RB,69.13,215,4.62,21,31.5,113,4.62,7.13,1
S,74.0,199,4.72,22,36.5,124,4.33,7.31,0
RB,72.4,240,4.68,24,33.0,117,4.16,7.31,1
CB,71.63,185,4.51,10,39.5,128,4.0,6.59,0
RB,73.13,239,4.79,23,33.0,113,4.45,7.31,0
WR,72.3,185,4.86,18,31.6,113,4.38,7.31,0
RB,70.63,211,4.49,20,36.0,124,4.19,6.89,1
WR,72.6,187,4.59,8,31.5,116,4.29,7.31,0
OT,76.88,341,5.26,31,25.5,109,4.68,7.91,1
LB,71.25,224,4.65,15,36.0,113,4.12,7.01,0
DE,76.5,274,4.83,23,29.0,113,4.66,7.42,1
WR,70.13,182,4.63,8,32.5,119,4.19,6.91,0
S,72.5,222,4.43,20,41.5,130,3.9,6.87,0
WR,71.25,214,4.48,15,39.0,122,4.14,7.03,1
LB,74.4,244,4.88,24,31.9,112,4.35,7.31,1
CB,75.0,208,4.91,19,31.1,112,4.44,7.31,1
LB,73.4,235,4.68,22,35.5,124,4.17,7.31,0
QB,77.0,219,5.02,20,32.3,115,4.74,7.63,0
RB,73.38,230,4.6,24,31.5,118,4.24,6.75,1
RB,67.25,184,4.39,14,35.5,124,4.31,7.12,1
C,75.5,276,4.85,17,31.4,110,4.44,7.31,0
WR,71.13,192,4.39,19,37.5,121,4.45,7.31,1
DT,78.75,352,5.18,27,20.5,104,5.09,7.99,0
OG,79.0,310,5.46,15,20.5,88,4.88,7.31,1
K,77.38,237,4.79,20,32.3,115,4.46,7.31,0
WR,73.25,240,4.55,21,36.5,118,4.6,7.23,1
LB,75.0,251,4.76,14,31.0,111,4.33,7.42,0
RB,70.8,223,4.58,20,35.0,117,4.36,7.31,0
DT,75.5,346,4.89,44,29.5,105,4.56,7.9,1
QB,79.9,243,5.1,18,31.5,114,4.36,7.31,0
S,71.25,203,4.5,11,33.5,113,4.12,6.78,1
LB,75.9,250,4.9,19,30.7,111,4.47,7.31,1
WR,72.13,195,4.45,10,34.0,122,4.39,7.19,0
QB,75.38,211,4.52,21,36.0,127,4.29,7.15,0
C,75.88,310,5.19,30,30.5,99,4.51,7.56,1
TE,77.13,254,4.8,26,34.5,120,4.44,7.31,0
LB,75.0,239,4.82,20,36.0,131,4.51,7.03,0
LB,72.13,237,4.42,22,39.5,118,4.17,7.07,1
S,73.25,214,4.51,24,39.5,118,4.54,7.43,1
RB,73.9,240,4.67,22,32.5,114,4.26,7.29,0
LB,71.63,218,4.88,15,32.0,112,4.27,7.31,0
DE,77.4,283,5.14,23,27.5,108,4.6,7.31,0
DT,73.38,309,4.93,29,34.5,109,4.7,7.9,1
WR,69.6,184,4.31,20,42.0,112,4.37,7.31,1
WR,68.5,186,4.48,17,38.5,126,3.8,6.64,0
DE,75.75,266,4.79,29,33.5,116,4.14,7.1,1
OG,78.5,321,5.56,21,27.5,97,4.71,7.71,0
CB,73.5,197,4.53,16,36.0,118,4.35,7.0,0
DT,74.25,296,5.16,29,28.0,100,4.61,7.78,0
LB,76.1,238,5.04,18,31.0,115,4.17,7.31,1
WR,72.63,203,4.52,16,34.5,118,4.15,6.84,0
RB,71.3,203,4.91,16,41.5,131,4.1,7.31,1
S,71.25,212,4.46,22,38.0,108,4.15,6.73,1
WR,74.3,219,4.48,20,36.0,112,4.37,7.31,0
QB,74.3,195,4.96,19,30.0,111,4.29,7.3,1
DE,75.25,268,4.89,22,28.5,111,4.7,7.41,0
CB,70.4,204,4.65,14,33.0,115,4.02,7.31,1
C,73.9,300,5.26,31,31.0,109,4.35,7.56,1
S,72.6,216,4.53,15,33.0,121,4.18,7.31,1
WR,74.88,219,4.42,20,37.5,123,3.98,6.64,0
DE,75.1,268,4.91,20,31.5,113,4.36,7.4,0
RB,69.88,219,4.63,16,35.5,117,4.19,7.01,1
S,72.0,205,4.58,24,34.0,117,4.13,6.74,0
S,72.0,201,4.78,10,31.9,115,4.2,7.31,1
S,72.38,199,4.64,12,35.5,128,4.39,6.96,1
TE,77.25,254,4.53,23,37.5,119,4.03,6.82,1
C,76.9,314,5.44,27,27.5,99,4.77,8.34,1
S,71.63,214,4.56,18,31.5,120,4.13,6.96,1
RB,70.6,207,4.82,16,30.1,109,4.48,7.31,1
C,74.75,307,5.15,29,30.5,112,4.6,7.73,0
TE,75.9,264,5.16,17,26.5,102,4.5,7.31,1
DE,75.9,264,4.86,21,32.0,113,4.4,7.31,0
RB,71.8,246,4.75,24,34.0,111,4.24,7.53,0
OT,77.0,358,5.26,33,30.5,105,4.97,8.07,0
LB,75.13,246,4.67,21,33.5,118,4.21,6.92,0
QB,76.25,232,4.75,20,31.5,114,4.46,7.07,0
LB,74.75,239,4.63,27,40.0,129,4.28,7.06,0
LB,73.25,239,4.62,34,40.0,123,4.38,6.99,0
RB,72.6,226,4.82,20,30.1,109,4.48,7.31,0
CB,71.1,184,4.58,2,39.5,133,4.36,7.31,0
DE,75.9,269,4.88,28,33.0,111,4.4,7.65,0
RB,71.6,212,4.69,21,33.0,120,4.15,6.89,0
CB,70.0,187,4.57,12,32.0,111,4.3,7.31,1
OG,76.38,307,5.2,31,29.5,113,4.58,7.56,0
S,76.75,211,4.48,14,41.0,133,4.36,7.31,0
OT,78.0,303,4.72,28,34.0,118,4.52,7.31,1
QB,75.75,231,4.94,19,31.0,113,4.53,7.17,0
DE,76.38,272,4.68,25,40.0,121,4.21,7.31,1
WR,73.0,192,4.58,20,33.0,108,4.14,7.51,1
DT,75.1,268,4.87,28,30.5,110,4.41,7.31,0
WR,74.63,217,4.55,21,31.0,123,4.35,7.03,1
RB,66.75,207,4.39,18,36.0,116,4.38,7.08,1
RB,71.1,191,4.57,23,33.0,118,4.28,7.31,0
CB,70.0,199,4.68,18,31.5,117,4.04,7.31,0
RB,70.3,234,4.61,31,30.8,111,4.38,7.31,1
OT,78.75,304,4.96,22,30.5,107,4.7,7.51,0
LB,74.0,235,4.49,32,38.5,124,4.28,7.19,1
WR,71.5,205,4.65,12,28.5,110,4.59,7.56,1
QB,74.4,203,5.1,3,23.0,93,4.63,7.31,1
OG,77.38,305,5.14,36,31.0,112,4.5,7.6,1
S,68.4,204,4.4,15,41.5,128,3.91,6.7,1
WR,77.0,210,4.69,18,37.0,121,4.15,7.31,0
QB,72.9,196,4.79,17,35.0,116,4.03,7.31,0
RB,70.5,196,4.69,16,30.0,111,4.48,7.31,0
WR,69.75,169,4.4,21,34.5,120,4.19,6.82,1
LB,74.5,218,4.75,17,33.5,122,3.87,7.31,0
DE,77.3,245,4.75,16,36.0,118,4.12,7.31,0
LB,75.38,238,4.74,20,30.5,117,4.18,6.96,0
OT,77.13,298,5.09,20,32.0,106,4.47,7.44,0
WR,70.38,193,4.43,21,36.5,117,4.07,6.95,1
K,71.4,190,4.96,6,26.0,103,4.49,7.31,1
CB,70.13,207,4.68,15,35.0,113,4.1,6.75,1
WR,75.3,210,4.73,22,38.0,128,4.09,7.1,0
OT,77.5,321,5.4,20,25.0,103,4.92,7.69,0
WR,70.88,186,4.4,12,39.5,126,4.1,6.64,1
QB,74.63,214,4.84,21,28.5,109,4.5,7.05,1
C,74.9,280,5.14,20,28.0,102,4.59,7.31,1
LB,75.5,250,4.64,19,41.5,139,4.32,7.1,1
LB,72.9,240,4.88,26,32.0,113,4.12,7.31,1
C,74.4,292,5.24,25,25.0,100,4.85,8.52,1
LB,72.25,232,4.61,19,38.0,124,4.14,7.14,1
RB,69.1,182,4.9,19,30.7,111,4.47,7.31,1
K,73.5,212,4.91,19,31.1,112,4.44,7.31,0
OT,76.63,315,4.81,23,34.5,113,4.63,7.64,1
LB,74.3,237,5.09,18,30.5,106,4.58,7.31,0
OT,76.3,337,5.47,30,31.5,99,4.93,8.88,0
OT,76.5,300,5.05,28,31.5,112,4.34,7.69,1
S,72.88,220,4.69,18,37.5,124,4.27,7.31,0
WR,75.0,211,4.49,12,37.0,124,4.43,7.2,0
LB,74.5,240,4.73,22,35.5,111,4.39,7.31,1
LB,76.13,231,4.68,12,37.0,120,4.57,7.31,0
OG,74.75,321,5.2,28,21.5,98,4.98,8.07,0
CB,71.4,188,4.59,9,33.0,102,4.77,7.31,1
LB,72.88,244,4.7,27,35.5,119,4.39,7.0,0
LB,76.13,250,4.95,24,32.0,115,4.15,6.64,0
K,68.4,189,5.1,10,22.0,96,4.47,7.31,0
TE,77.5,252,4.71,19,32.5,118,4.51,7.31,0
DE,75.88,266,4.65,18,33.5,122,4.4,7.03,1
WR,72.4,196,4.86,18,34.5,112,4.38,7.31,0
S,71.0,196,4.67,15,36.0,121,4.2,7.12,0
OT,78.63,318,5.06,26,30.0,113,4.92,8.01,0
DE,76.1,267,4.64,26,34.0,117,4.37,7.31,1
S,72.0,199,4.6,14,41.5,129,4.46,7.31,0
RB,72.9,228,4.6,18,37.5,118,4.42,7.31,1
RB,71.25,214,4.43,18,37.0,125,4.47,7.09,1
WR,73.0,209,4.42,19,36.0,125,4.0,7.01,1
S,71.4,189,4.63,19,35.0,120,4.39,7.31,1
QB,73.75,218,4.91,21,28.5,101,4.13,7.03,0
S,71.63,211,4.4,19,43.0,130,4.23,6.8,1
OT,77.25,335,4.79,19,32.6,115,4.46,7.31,0
QB,70.63,204,4.53,21,34.0,118,4.09,6.97,1
LB,72.38,238,4.66,20,35.5,121,4.24,7.05,0
WR,74.0,230,4.4,22,39.0,132,4.39,7.31,1
WR,71.5,213,4.6,22,35.0,123,4.16,7.47,0
K,75.0,211,4.82,12,30.1,109,4.48,7.31,1
C,74.1,300,5.32,30,28.0,100,4.55,8.1,1
DT,75.5,271,4.99,20,30.0,108,4.53,7.31,1
QB,74.3,223,4.64,21,33.0,116,4.38,7.3,1
OG,77.5,309,4.77,20,33.3,115,4.45,7.31,0
CB,70.88,191,4.5,14,40.5,130,4.03,6.84,0
DE,74.38,270,4.79,21,30.4,115,4.43,7.31,0
